subject_id,sex,reference_id,reference_sex,comparison_type,pair_index,split
NDARINV5HNAA4NT,1,NDARINV31UPFNDE,2,different_sex,3,train
NDARINV5HNAA4NT,1,NDARINVLMAAJ8JJ,2,different_sex,4,train
NDARINVWXLHTR31,2,NDARINVJ8XHKKP8,2,same_sex,0,train
NDARINVWXLHTR31,2,NDARINVY1KBMF25,2,same_sex,1,train
NDARINVWXLHTR31,2,NDARINVLMAAJ8JJ,2,same_sex,2,train
NDARINVWXLHTR31,2,NDARINVRMTJ44GE,2,same_sex,3,train
NDARINVWXLHTR31,2,NDARINVWKY1N9UE,2,same_sex,4,train
NDARINVWXLHTR31,2,NDARINV1NJVJ6VN,1,different_sex,0,train
NDARINVWXLHTR31,2,NDARINV0CF1U8X8,1,different_sex,1,train
NDARINVWXLHTR31,2,NDARINVEM2F38BY,1,different_sex,2,train
NDARINVWXLHTR31,2,NDARINVJKPF57KV,1,different_sex,3,train
NDARINVWXLHTR31,2,NDARINV6DYLLUU6,1,different_sex,4,train
NDARINVH1DLLYY5,1,NDARINVV24BU329,1,same_sex,0,train
NDARINVH1DLLYY5,1,NDARINVNUVYJFN0,1,same_sex,1,train
NDARINVH1DLLYY5,1,NDARINVK5GR7ZF4,1,same_sex,2,train
NDARINVH1DLLYY5,1,NDARINVYW440F27,1,same_sex,3,train
NDARINVH1DLLYY5,1,NDARINVLBP235A2,1,same_sex,4,train
NDARINVH1DLLYY5,1,NDARINVTCJV2RMX,2,different_sex,0,train
NDARINVH1DLLYY5,1,NDARINV28X60X09,2,different_sex,1,train
NDARINVH1DLLYY5,1,NDARINV6NFVRHFA,2,different_sex,2,train
NDARINVH1DLLYY5,1,NDARINVL7YXYKK6,2,different_sex,3,train
NDARINVH1DLLYY5,1,NDARINVJPV235G4,2,different_sex,4,train
NDARINVV24BU329,1,NDARINVV9G24V48,1,same_sex,0,train
NDARINVV24BU329,1,NDARINVH1DLLYY5,1,same_sex,1,train
NDARINVV24BU329,1,NDARINVL8PY2P4B,1,same_sex,2,train
NDARINVV24BU329,1,NDARINVEHLY59UX,1,same_sex,3,train
NDARINVV24BU329,1,NDARINV34XE873R,1,same_sex,4,train
NDARINVV24BU329,1,NDARINVUAHG246H,2,different_sex,0,train
NDARINVV24BU329,1,NDARINVEWHRTRC2,2,different_sex,1,train
NDARINVV24BU329,1,NDARINVACZZH8LM,2,different_sex,2,train
NDARINVV24BU329,1,NDARINV05CA3VX5,2,different_sex,3,train
NDARINVV24BU329,1,NDARINV1GVYL05C,2,different_sex,4,train
NDARINV23XZD51D,1,NDARINVYW440F27,1,same_sex,0,train
NDARINV23XZD51D,1,NDARINVCYVT35R2,1,same_sex,1,train
NDARINV23XZD51D,1,NDARINVL8PY2P4B,1,same_sex,2,train
NDARINV23XZD51D,1,NDARINVCP9MXC42,1,same_sex,3,train
NDARINV23XZD51D,1,NDARINV1NJVJ6VN,1,same_sex,4,train
NDARINV23XZD51D,1,NDARINVL7YXYKK6,2,different_sex,0,train
NDARINV23XZD51D,1,NDARINV0WHFCZKU,2,different_sex,1,train
NDARINV23XZD51D,1,NDARINV9YZV41AE,2,different_sex,2,train
NDARINV23XZD51D,1,NDARINVXKA5TREH,2,different_sex,3,train
NDARINV23XZD51D,1,NDARINVRMTJ44GE,2,different_sex,4,train
NDARINVN1HATRZN,1,NDARINVXJ3NHHKA,1,same_sex,0,train
NDARINVN1HATRZN,1,NDARINVEHLY59UX,1,same_sex,1,train
NDARINVN1HATRZN,1,NDARINVLBP235A2,1,same_sex,2,train
NDARINVN1HATRZN,1,NDARINV69YP46W3,1,same_sex,3,train
NDARINVN1HATRZN,1,NDARINVLBAKFHGK,1,same_sex,4,train
NDARINVN1HATRZN,1,NDARINVBMMM82AG,2,different_sex,0,train
NDARINVN1HATRZN,1,NDARINVAGTPK840,2,different_sex,1,train
NDARINVN1HATRZN,1,NDARINVTCJV2RMX,2,different_sex,2,train
NDARINVN1HATRZN,1,NDARINV62K5R39F,2,different_sex,3,train
NDARINVN1HATRZN,1,NDARINVKE8TDKAW,2,different_sex,4,train
NDARINV2PG9W3G7,2,NDARINV0DYF4WPG,2,same_sex,0,train
NDARINV2PG9W3G7,2,NDARINVUWAU3TFB,2,same_sex,1,train
NDARINV2PG9W3G7,2,NDARINVBMMM82AG,2,same_sex,2,train
NDARINV2PG9W3G7,2,NDARINVLMAAJ8JJ,2,same_sex,3,train
NDARINV2PG9W3G7,2,NDARINVBT1JM1WA,2,same_sex,4,train
NDARINV2PG9W3G7,2,NDARINVPLBB3DCW,1,different_sex,0,train
NDARINV2PG9W3G7,2,NDARINV1NJVJ6VN,1,different_sex,1,train
NDARINV2PG9W3G7,2,NDARINVL8PY2P4B,1,different_sex,2,train
NDARINV2PG9W3G7,2,NDARINVYW440F27,1,different_sex,3,train
NDARINV2PG9W3G7,2,NDARINV8A1N51J2,1,different_sex,4,train
NDARINVCZ5MFAJL,1,NDARINV21Y67TEX,1,same_sex,0,train
NDARINVCZ5MFAJL,1,NDARINVD6E70E57,1,same_sex,1,train
NDARINVCZ5MFAJL,1,NDARINVDCMB3LBH,1,same_sex,2,train
NDARINVCZ5MFAJL,1,NDARINV8BTF3TP9,1,same_sex,3,train
NDARINVCZ5MFAJL,1,NDARINV6DYLLUU6,1,same_sex,4,train
NDARINVCZ5MFAJL,1,NDARINV90FEV190,2,different_sex,0,train
NDARINVCZ5MFAJL,1,NDARINVJPV235G4,2,different_sex,1,train
NDARINVCZ5MFAJL,1,NDARINV0WHFCZKU,2,different_sex,2,train
NDARINVCZ5MFAJL,1,NDARINVBT1JM1WA,2,different_sex,3,train
NDARINVCZ5MFAJL,1,NDARINVEWHRTRC2,2,different_sex,4,train
NDARINV31UPFNDE,2,NDARINV93FRJHXC,2,same_sex,0,train
NDARINV31UPFNDE,2,NDARINVEWHRTRC2,2,same_sex,1,train
NDARINV31UPFNDE,2,NDARINV9YZV41AE,2,same_sex,2,train
NDARINV31UPFNDE,2,NDARINVL7YXYKK6,2,same_sex,3,train
NDARINV31UPFNDE,2,NDARINVJ8XHKKP8,2,same_sex,4,train
NDARINV31UPFNDE,2,NDARINV6DYLLUU6,1,different_sex,0,train
NDARINV31UPFNDE,2,NDARINV1NJVJ6VN,1,different_sex,1,train
NDARINV31UPFNDE,2,NDARINVH1DLLYY5,1,different_sex,2,train
NDARINV31UPFNDE,2,NDARINVN1HATRZN,1,different_sex,3,train
NDARINV31UPFNDE,2,NDARINV75ZYAV1X,1,different_sex,4,train
NDARINVZ2REMPTW,1,NDARINV83PDDV47,1,same_sex,0,train
NDARINVZ2REMPTW,1,NDARINV5HNAA4NT,1,same_sex,1,train
NDARINVZ2REMPTW,1,NDARINVGL730ZLT,1,same_sex,2,train
NDARINVZ2REMPTW,1,NDARINVEHLY59UX,1,same_sex,3,train
NDARINVZ2REMPTW,1,NDARINV69YP46W3,1,same_sex,4,train
NDARINVZ2REMPTW,1,NDARINVKE8TDKAW,2,different_sex,0,train
NDARINVZ2REMPTW,1,NDARINV90FEV190,2,different_sex,1,train
NDARINVZ2REMPTW,1,NDARINV1GVYL05C,2,different_sex,2,train
NDARINVZ2REMPTW,1,NDARINVWKY1N9UE,2,different_sex,3,train
NDARINVZ2REMPTW,1,NDARINVACZZH8LM,2,different_sex,4,train
NDARINV4H7G4RXD,2,NDARINVJPV235G4,2,same_sex,0,train
NDARINV4H7G4RXD,2,NDARINV93FRJHXC,2,same_sex,1,train
NDARINV4H7G4RXD,2,NDARINVJ8XHKKP8,2,same_sex,2,train
NDARINV4H7G4RXD,2,NDARINV3X1TYL13,2,same_sex,3,train
NDARINV4H7G4RXD,2,NDARINV53AA4BL6,2,same_sex,4,train
NDARINV4H7G4RXD,2,NDARINVD7969NZ4,1,different_sex,0,train
NDARINV4H7G4RXD,2,NDARINVXJ3NHHKA,1,different_sex,1,train
NDARINV4H7G4RXD,2,NDARINVYW440F27,1,different_sex,2,train
NDARINV4H7G4RXD,2,NDARINVPLBB3DCW,1,different_sex,3,train
NDARINV4H7G4RXD,2,NDARINVLJ3FUY7X,1,different_sex,4,train
NDARINV3X1TYL13,2,NDARINV28X60X09,2,same_sex,0,train
NDARINV3X1TYL13,2,NDARINVHJ7JV8XN,2,same_sex,1,train
NDARINV3X1TYL13,2,NDARINV31UPFNDE,2,same_sex,2,train
NDARINV3X1TYL13,2,NDARINVEWHRTRC2,2,same_sex,3,train
NDARINV3X1TYL13,2,NDARINVWKY1N9UE,2,same_sex,4,train
NDARINV3X1TYL13,2,NDARINVF4ADZ6G5,1,different_sex,0,train
NDARINV3X1TYL13,2,NDARINVV9G24V48,1,different_sex,1,train
NDARINV3X1TYL13,2,NDARINVGHL1WZCU,1,different_sex,2,train
NDARINV3X1TYL13,2,NDARINVD6E70E57,1,different_sex,3,train
NDARINV3X1TYL13,2,NDARINV23XZD51D,1,different_sex,4,train
NDARINVGHL1WZCU,1,NDARINVXJ3NHHKA,1,same_sex,0,train
NDARINVGHL1WZCU,1,NDARINVJVHUKF36,1,same_sex,1,train
NDARINVGHL1WZCU,1,NDARINVG5GPKJ4N,1,same_sex,2,train
NDARINVGHL1WZCU,1,NDARINV65P1JE5L,1,same_sex,3,train
NDARINVGHL1WZCU,1,NDARINVVFKCK80B,1,same_sex,4,train
NDARINVGHL1WZCU,1,NDARINV05CA3VX5,2,different_sex,0,train
NDARINVGHL1WZCU,1,NDARINVL7YXYKK6,2,different_sex,1,train
NDARINVGHL1WZCU,1,NDARINVKE8TDKAW,2,different_sex,2,train
NDARINVGHL1WZCU,1,NDARINVBMMM82AG,2,different_sex,3,train
NDARINVGHL1WZCU,1,NDARINVTCJV2RMX,2,different_sex,4,train
NDARINV75ZYAV1X,1,NDARINV34XE873R,1,same_sex,0,train
NDARINV75ZYAV1X,1,NDARINVYZURN14T,1,same_sex,1,train
NDARINV75ZYAV1X,1,NDARINVJKPF57KV,1,same_sex,2,train
NDARINV75ZYAV1X,1,NDARINV1NJVJ6VN,1,same_sex,3,train
NDARINV75ZYAV1X,1,NDARINVF4ADZ6G5,1,same_sex,4,train
NDARINV75ZYAV1X,1,NDARINV2AT88DBZ,2,different_sex,0,train
NDARINV75ZYAV1X,1,NDARINVJPV235G4,2,different_sex,1,train
NDARINV75ZYAV1X,1,NDARINVUWAU3TFB,2,different_sex,2,train
NDARINV75ZYAV1X,1,NDARINVZUDPGDWJ,2,different_sex,3,train
NDARINV75ZYAV1X,1,NDARINV3X1TYL13,2,different_sex,4,train
NDARINVEWHRTRC2,2,NDARINV28X60X09,2,same_sex,0,train
NDARINVEWHRTRC2,2,NDARINV3X1TYL13,2,same_sex,1,train
NDARINVEWHRTRC2,2,NDARINV4H7G4RXD,2,same_sex,2,train
NDARINVEWHRTRC2,2,NDARINVKE8TDKAW,2,same_sex,3,train
NDARINVEWHRTRC2,2,NDARINVLMAAJ8JJ,2,same_sex,4,train
NDARINVEWHRTRC2,2,NDARINVLBP235A2,1,different_sex,0,train
NDARINVEWHRTRC2,2,NDARINV83PDDV47,1,different_sex,1,train
NDARINVEWHRTRC2,2,NDARINVG5GPKJ4N,1,different_sex,2,train
NDARINVEWHRTRC2,2,NDARINV1NJVJ6VN,1,different_sex,3,train
NDARINVEWHRTRC2,2,NDARINVD6E70E57,1,different_sex,4,train
NDARINVF4P23JMZ,2,NDARINVAGTPK840,2,same_sex,0,train
NDARINVF4P23JMZ,2,NDARINV2PG9W3G7,2,same_sex,1,train
NDARINVF4P23JMZ,2,NDARINVXKA5TREH,2,same_sex,2,train
NDARINVF4P23JMZ,2,NDARINVETNDZFKZ,2,same_sex,3,train
NDARINVF4P23JMZ,2,NDARINVKE8TDKAW,2,same_sex,4,train
NDARINVF4P23JMZ,2,NDARINV21Y67TEX,1,different_sex,0,train
NDARINVF4P23JMZ,2,NDARINVD7969NZ4,1,different_sex,1,train
NDARINVF4P23JMZ,2,NDARINVGHL1WZCU,1,different_sex,2,train
NDARINVF4P23JMZ,2,NDARINV6DYLLUU6,1,different_sex,3,train
NDARINVF4P23JMZ,2,NDARINVUJ1389BN,1,different_sex,4,train
NDARINV9B14E538,1,NDARINV34XE873R,1,same_sex,0,train
NDARINV9B14E538,1,NDARINVYW440F27,1,same_sex,1,train
NDARINV9B14E538,1,NDARINVGL730ZLT,1,same_sex,2,train
NDARINV9B14E538,1,NDARINVLBP235A2,1,same_sex,3,train
NDARINV9B14E538,1,NDARINV21Y67TEX,1,same_sex,4,train
NDARINV9B14E538,1,NDARINVXKA5TREH,2,different_sex,0,train
NDARINV9B14E538,1,NDARINVKE8TDKAW,2,different_sex,1,train
NDARINV9B14E538,1,NDARINV8Y6RVMNM,2,different_sex,2,train
NDARINV9B14E538,1,NDARINVBMMM82AG,2,different_sex,3,train
NDARINV9B14E538,1,NDARINV7FG8NTPP,2,different_sex,4,train
NDARINVD7969NZ4,1,NDARINVPLBB3DCW,1,same_sex,0,train
NDARINVD7969NZ4,1,NDARINV21Y67TEX,1,same_sex,1,train
NDARINVD7969NZ4,1,NDARINVN1HATRZN,1,same_sex,2,train
NDARINVD7969NZ4,1,NDARINV23XZD51D,1,same_sex,3,train
NDARINVD7969NZ4,1,NDARINVUJ1389BN,1,same_sex,4,train
NDARINVD7969NZ4,1,NDARINV31UPFNDE,2,different_sex,0,train
NDARINVD7969NZ4,1,NDARINVEWHRTRC2,2,different_sex,1,train
NDARINVD7969NZ4,1,NDARINV7FG8NTPP,2,different_sex,2,train
NDARINVD7969NZ4,1,NDARINV2PG9W3G7,2,different_sex,3,train
NDARINVD7969NZ4,1,NDARINV62K5R39F,2,different_sex,4,train
NDARINVETNDZFKZ,2,NDARINVP3Z6VCWP,2,same_sex,0,train
NDARINVETNDZFKZ,2,NDARINVBMMM82AG,2,same_sex,1,train
NDARINVETNDZFKZ,2,NDARINV0DYF4WPG,2,same_sex,2,train
NDARINVETNDZFKZ,2,NDARINV58G3ZX3W,2,same_sex,3,train
NDARINVETNDZFKZ,2,NDARINVF4P23JMZ,2,same_sex,4,train
NDARINVETNDZFKZ,2,NDARINVXJ3NHHKA,1,different_sex,0,train
NDARINVETNDZFKZ,2,NDARINVCZ5MFAJL,1,different_sex,1,train
NDARINVETNDZFKZ,2,NDARINVUJ1389BN,1,different_sex,2,train
NDARINVETNDZFKZ,2,NDARINVEHLY59UX,1,different_sex,3,train
NDARINVETNDZFKZ,2,NDARINVLBAKFHGK,1,different_sex,4,train
NDARINV77M916PU,1,NDARINVDCMB3LBH,1,same_sex,0,train
NDARINV77M916PU,1,NDARINV6W30KJMZ,1,same_sex,1,train
NDARINV77M916PU,1,NDARINVLBAKFHGK,1,same_sex,2,train
NDARINV77M916PU,1,NDARINVGL730ZLT,1,same_sex,3,train
NDARINV77M916PU,1,NDARINVLJ3FUY7X,1,same_sex,4,train
NDARINV77M916PU,1,NDARINV90FEV190,2,different_sex,0,train
NDARINV77M916PU,1,NDARINVBT1JM1WA,2,different_sex,1,train
NDARINV77M916PU,1,NDARINVVTV39VRA,2,different_sex,2,train
NDARINV77M916PU,1,NDARINV93FRJHXC,2,different_sex,3,train
NDARINV77M916PU,1,NDARINVZT34GNRB,2,different_sex,4,train
NDARINVDCMB3LBH,1,NDARINVK5GR7ZF4,1,same_sex,0,train
NDARINVDCMB3LBH,1,NDARINVKH0DH6EC,1,same_sex,1,train
NDARINVDCMB3LBH,1,NDARINVG5GPKJ4N,1,same_sex,2,train
NDARINVDCMB3LBH,1,NDARINV75ZYAV1X,1,same_sex,3,train
NDARINVDCMB3LBH,1,NDARINV6DYLLUU6,1,same_sex,4,train
NDARINVDCMB3LBH,1,NDARINVL7YXYKK6,2,different_sex,0,train
NDARINVDCMB3LBH,1,NDARINVUWAU3TFB,2,different_sex,1,train
NDARINVDCMB3LBH,1,NDARINVY1KBMF25,2,different_sex,2,train
NDARINVDCMB3LBH,1,NDARINVLMAAJ8JJ,2,different_sex,3,train
NDARINVDCMB3LBH,1,NDARINVETNDZFKZ,2,different_sex,4,train
NDARINVJ8XHKKP8,2,NDARINVUAHG246H,2,same_sex,0,train
NDARINVJ8XHKKP8,2,NDARINV2PG9W3G7,2,same_sex,1,train
NDARINVJ8XHKKP8,2,NDARINVUU9P706U,2,same_sex,2,train
NDARINVJ8XHKKP8,2,NDARINVZUDPGDWJ,2,same_sex,3,train
NDARINVJ8XHKKP8,2,NDARINV0DYF4WPG,2,same_sex,4,train
NDARINVJ8XHKKP8,2,NDARINVV24BU329,1,different_sex,0,train
NDARINVJ8XHKKP8,2,NDARINVPLBB3DCW,1,different_sex,1,train
NDARINVJ8XHKKP8,2,NDARINVD7969NZ4,1,different_sex,2,train
NDARINVJ8XHKKP8,2,NDARINVWNEPJL03,1,different_sex,3,train
NDARINVJ8XHKKP8,2,NDARINV21Y67TEX,1,different_sex,4,train
NDARINV8A1N51J2,1,NDARINVV9G24V48,1,same_sex,0,train
NDARINV8A1N51J2,1,NDARINVCP9MXC42,1,same_sex,1,train
NDARINV8A1N51J2,1,NDARINVCYVT35R2,1,same_sex,2,train
NDARINV8A1N51J2,1,NDARINV75ZYAV1X,1,same_sex,3,train
NDARINV8A1N51J2,1,NDARINVLBAKFHGK,1,same_sex,4,train
NDARINV8A1N51J2,1,NDARINV53AA4BL6,2,different_sex,0,train
NDARINV8A1N51J2,1,NDARINV6H7448TR,2,different_sex,1,train
NDARINV8A1N51J2,1,NDARINVUU9P706U,2,different_sex,2,train
NDARINV8A1N51J2,1,NDARINVWXLHTR31,2,different_sex,3,train
NDARINV8A1N51J2,1,NDARINV58G3ZX3W,2,different_sex,4,train
NDARINVUU9P706U,2,NDARINV05CA3VX5,2,same_sex,0,train
NDARINVUU9P706U,2,NDARINVVTV39VRA,2,same_sex,1,train
NDARINVUU9P706U,2,NDARINVAGTPK840,2,same_sex,2,train
NDARINVUU9P706U,2,NDARINVXKA5TREH,2,same_sex,3,train
NDARINVUU9P706U,2,NDARINVTCJV2RMX,2,same_sex,4,train
NDARINVUU9P706U,2,NDARINVLBAKFHGK,1,different_sex,0,train
NDARINVUU9P706U,2,NDARINV9B14E538,1,different_sex,1,train
NDARINVUU9P706U,2,NDARINVGHL1WZCU,1,different_sex,2,train
NDARINVUU9P706U,2,NDARINVLBP235A2,1,different_sex,3,train
NDARINVUU9P706U,2,NDARINVXJ3NHHKA,1,different_sex,4,train
NDARINVYW440F27,1,NDARINV9B14E538,1,same_sex,0,train
NDARINVYW440F27,1,NDARINVXJ3NHHKA,1,same_sex,1,train
NDARINVYW440F27,1,NDARINVV24BU329,1,same_sex,2,train
NDARINVYW440F27,1,NDARINVCP9MXC42,1,same_sex,3,train
NDARINVYW440F27,1,NDARINVD7969NZ4,1,same_sex,4,train
NDARINVYW440F27,1,NDARINV2AT88DBZ,2,different_sex,0,train
NDARINVYW440F27,1,NDARINVXKA5TREH,2,different_sex,1,train
NDARINVYW440F27,1,NDARINVLMAAJ8JJ,2,different_sex,2,train
NDARINVYW440F27,1,NDARINVY4HKER0E,2,different_sex,3,train
NDARINVYW440F27,1,NDARINV6JKR3P49,2,different_sex,4,train
NDARINVYZURN14T,1,NDARINVH1DLLYY5,1,same_sex,0,train
NDARINVYZURN14T,1,NDARINV77M916PU,1,same_sex,1,train
NDARINVYZURN14T,1,NDARINVGL730ZLT,1,same_sex,2,train
NDARINVYZURN14T,1,NDARINVXJ3NHHKA,1,same_sex,3,train
NDARINVYZURN14T,1,NDARINVPLBB3DCW,1,same_sex,4,train
NDARINVYZURN14T,1,NDARINVJPV235G4,2,different_sex,0,train
NDARINVYZURN14T,1,NDARINVHJ7JV8XN,2,different_sex,1,train
NDARINVYZURN14T,1,NDARINVL7YXYKK6,2,different_sex,2,train
NDARINVYZURN14T,1,NDARINVP3Z6VCWP,2,different_sex,3,train
NDARINVYZURN14T,1,NDARINV6NFVRHFA,2,different_sex,4,train
NDARINV6H7448TR,2,NDARINV31UPFNDE,2,same_sex,0,train
NDARINV6H7448TR,2,NDARINV6NFVRHFA,2,same_sex,1,train
NDARINV6H7448TR,2,NDARINV05CA3VX5,2,same_sex,2,train
NDARINV6H7448TR,2,NDARINVL7YXYKK6,2,same_sex,3,train
NDARINV6H7448TR,2,NDARINVRAZRBGAL,2,same_sex,4,train
NDARINV6H7448TR,2,NDARINV5HNAA4NT,1,different_sex,0,train
NDARINV6H7448TR,2,NDARINVUJ1389BN,1,different_sex,1,train
NDARINV6H7448TR,2,NDARINVL8PY2P4B,1,different_sex,2,train
NDARINV6H7448TR,2,NDARINV8A1N51J2,1,different_sex,3,train
NDARINV6H7448TR,2,NDARINVV9G24V48,1,different_sex,4,train
NDARINVUJ1389BN,1,NDARINVV9G24V48,1,same_sex,0,train
NDARINVUJ1389BN,1,NDARINV77M916PU,1,same_sex,1,train
NDARINVUJ1389BN,1,NDARINV83PDDV47,1,same_sex,2,train
NDARINVUJ1389BN,1,NDARINV6W30KJMZ,1,same_sex,3,train
NDARINVUJ1389BN,1,NDARINV8BTF3TP9,1,same_sex,4,train
NDARINVUJ1389BN,1,NDARINV0WHFCZKU,2,different_sex,0,train
NDARINVUJ1389BN,1,NDARINV1GVYL05C,2,different_sex,1,train
NDARINVUJ1389BN,1,NDARINVL7YXYKK6,2,different_sex,2,train
NDARINVUJ1389BN,1,NDARINVP3Z6VCWP,2,different_sex,3,train
NDARINVUJ1389BN,1,NDARINVPKXLA8CU,2,different_sex,4,train
NDARINV2AT88DBZ,2,NDARINV0WHFCZKU,2,same_sex,0,train
NDARINV2AT88DBZ,2,NDARINV6JKR3P49,2,same_sex,1,train
NDARINV2AT88DBZ,2,NDARINVY4HKER0E,2,same_sex,2,train
NDARINV2AT88DBZ,2,NDARINV53AA4BL6,2,same_sex,3,train
NDARINV2AT88DBZ,2,NDARINVTCJV2RMX,2,same_sex,4,train
NDARINV2AT88DBZ,2,NDARINVYZURN14T,1,different_sex,0,train
NDARINV2AT88DBZ,2,NDARINVLBP235A2,1,different_sex,1,train
NDARINV2AT88DBZ,2,NDARINVD6E70E57,1,different_sex,2,train
NDARINV2AT88DBZ,2,NDARINVGL730ZLT,1,different_sex,3,train
NDARINV2AT88DBZ,2,NDARINVVFKCK80B,1,different_sex,4,train
NDARINV83PDDV47,1,NDARINVZ2REMPTW,1,same_sex,0,train
NDARINV83PDDV47,1,NDARINV1NJVJ6VN,1,same_sex,1,train
